term;gene
;SCRLLV1025E03.g_SS
Cell cycle;SCCCCL4001C02.g_AS
Stress;SCCCLR2C03E03.g_AS
;SCAGHR1017H09.g_AS
;SCBFLR1083A05.g_AS
;SCSFAD1106C07.g_SS
;SCVPLR2027A09.g_SS
Protein kinase;SCRULR1020B06.g_SS
Cell wall;SCBFRT1069G09.g_SS
;SCEQRT2030F11.g_SS
Receptors;SCCCST1003H06.g_SS
Carbohydrate metabolism;SCRLLR1038A06.g_SS
;SCSGLR1045A06.g_SS
;SCCCLR1066F03.g_SS
;SCRLLR1059G09.g_SS
No matches;SCUTHR1063G08.g_AS
Lipid, fatty-acid and isoprenoid metabolism;SCCCRT1002A12.g_AS
Protein kinase;SCEZLR1009B06.g_AS
;SCAGHR1016A02.g_AS
;SCQSLB1049D04.g_AS
No matches;SCQGHR1013G10.g_AS
Protein kinase;SCQGLR2017B03.g_AS
;SCEZFL5092C05.g_SS
Amino acid metabolism;SCAGHR1016D09.g_AS
;SCCCLR1001A04.g_AS
Protein metabolism;SCCCLB1024A02.g_SS
Carbohydrate metabolism;SCQGFL1095D09.g_SS
;SCVPRT2083A01.g_SS
;SCJFHR1034A11.g_SS
Cell cycle;SCCCRZ1C01A11.g_SS
;SCCCRT2C08E12.g_SS
Cell wall;SCJFHR1030F03.b_SS
;SCCCRT1003F07.g_SS
;SCJFRZ2015G03.g_SS
Receptors;SCQGHR1013H03.g_AS
;SCBGHR1057D01.g_AS
;SCEPRZ1008G12.g_AS
;SCJLRZ1027F05.g_AS
Carbohydrate metabolism;SCQSLR1089D04.g_AS
;SCCCST3C04A05.g_AS
;SCBGHR1057C09.g_AS
;SCEZHR1047C10.g_AS
;SCACHR1036C10.g_AS
;SCQSLR1061C11.g_AS
;SCJLLR1054E11.g_AS
;SCBGHR1061C01.g_AS
Protein kinase;SCMCST1049H07.g_AS
;SCQSHR1024F04.g_AS
Stress;SCJLAM1062A05.g_AS
;SCBGHR1059F10.g_AS
;SCJFRZ1006B05.g_SS
No matches;SCQGHR1012E09.g_SS
Transcription Factor;SCCCCL7001A04.g_SS
;SCEZHR1088H09.g_SS
Cell cycle;SCACLR2022C02.g_SS
;SCEZHR1088F08.g_SS
Carbohydrate metabolism;SCCCLR1024D12.g_SS
Nucleic acid metabolism;SCQGLB1039G05.g_SS
;SCJFHR1030B02.g_SS
;SCBGHR1058A12.g_AS
No matches;SCCCHR1003C09.g_AS
;SCCCHR1004C02.g_AS
other;SCCCHR1004H09.g_AS
Nucleic acid metabolism;SCBGHR1061F05.g_AS
;SCCCCL7001C09.g_AS
;SCEQHR1079B08.g_AS
Transcription Factor;SCJLRT1016A09.g_AS
;SCEQHR1080E03.g_AS
Bioenergetics;SCQGHR1013B08.g_AS
;SCEQHR1080E01.g_AS
Stress;SCVPRT2075B03.g_AS
Transporters;SCEPLR1008E12.g_AS
;SCEQHR1080H04.g_AS
;SCSBLB1032F04.g_AS
Bioenergetics;SCCCST2002A09.g_AS
Stress;SCSFRT2069E03.g_AS
Cell cycle;SCVPRZ2037F07.g_AS
;SCEZHR1047H10.g_AS
Nucleic acid metabolism;SCSFSD1066H05.g_SS
;SCQSRT1037E09.g_SS
;SCSGLV1007E08.g_SS
;SCAGFL8012C08.g_SS
;SCCCFL8C01D11.g_SS
Cell cycle;SCCCLR1072B11.g_SS
;SCEQLR1092F05.g_SS
;SCJLAM1063F08.g_SS
Protein kinase;SCUTRZ2023G06.g_SS
;SCJLAM1063E06.g_SS
;SCEPRZ1011F02.g_SS
;SCMCFL5007D06.g_SS
;SCEQLR1093H03.g_SS
Nucleic acid metabolism;SCBFRT1069A05.g_SS
;SCBFRT1069A04.g_SS
Lipid, fatty-acid and isoprenoid metabolism;SCQGRT1043G07.g_SS
;SCCCLR1C02B05.g_SS
;SCMCRT2107F05.g_SS
;SCBFRT1069E11.g_SS
Transcription Factor;SCCCRZ2C04E10.g_SS
;SCCCLR1C02A05.g_SS
Development;SCJFRZ2025F10.g_SS
;SCCCRZ2C04E05.g_SS
Cell cycle;SCJFLR1074E05.g_SS
;SCCCRZ2C04D11.g_SS
;SCJFLR1017B07.g_SS
;SCCCRZ2C03H09.g_SS
Carbohydrate metabolism;SCCCCL3001F10.b_SS
;SCBFRZ2016A12.g_SS
;SCJLAM1063G03.g_SS
;SCJFLR1074D03.g_SS
Transcription Factor;SCRFLR2038E09.g_SS
;SCJLAM1063H06.g_SS
;SCJFLR1074C06.g_SS
Protein kinase;SCEQRT2026H12.g_SS
;SCJFLR1074D09.g_SS
;SCCCRZ2C04G06.g_SS
Transcription Factor;SCCCRT1002H11.g_SS
;SCJFLR1074D04.g_SS
Calcium metabolism;SCEQLB1063F06.g_SS
Hormone biosynthesis;SCAGFL8013F03.g_SS
;SCJLAM1063B03.g_SS
;SCAGFL8013E08.g_SS
;SCBFRZ2016C06.g_SS
;SCJFLR1074C03.g_SS
;SCAGFL8013B07.g_SS
;SCBFRZ2016B07.g_SS
;SCEZHR1048G04.g_AS
;SCUTSD1024G08.g_SS
Cell wall;SCVPRT3086D06.g_SS
;SCUTSD1028A10.g_SS
Carbohydrate metabolism;SCCCRZ2004B10.g_SS
Amino acid metabolism;SCCCST2003F12.g_SS
;SCJLAM1062D01.g_SS
;SCUTSD1024E04.g_SS
;SCBFRT1068D03.g_SS
Carbohydrate metabolism;SCBFRT1068C11.g_SS
No matches;SCBFRT1068C02.g_SS
;SCCCRT1C06B08.g_SS
;SCUTLR2008C11.g_SS
;SCQSLR1090F02.g_SS
;SCJFLR1074C02.g_SS
Pathogenicity;SCVPRT2073B08.g_SS
Nucleic acid metabolism;SCJFLR1074B07.g_SS
;SCJLRT1015B04.g_SS
Transcription Factor;SCCCRZ2C02C06.g_SS
Stress;SCJFLR1073H09.g_SS
Nucleic acid metabolism;SCJLLR1011D07.g_SS
;SCCCRZ2C02E07.g_SS
;SCJFLR1073H03.g_SS
;SCCCCL3080F02.b_SS
Secondary metabolism;SCCCRZ1C01E09.g_SS
Stress;SCRFAD1024F09.g_SS
;SCCCRZ2C02G06.g_SS
;SCACLR1128F12.g_SS
Nucleic acid metabolism;SCJFLR1073E03.g_SS
;SCCCRZ2C02F06.g_SS
;SCJLAM1062H02.g_SS
;SCJFLR1073D02.g_SS
;SCCCRZ2C03A10.g_SS
Nucleic acid metabolism;SCBGLR1002E03.g_SS
;SCJFLR1073C12.g_SS
;SCJFRZ2025G08.g_SS
;SCJLAM1062G04.g_SS
;SCJFLR1073C10.g_SS
;SCUTSD1028C02.g_SS
;SCCCRZ2C03C12.g_SS
;SCCCLR1072C02.g_SS
;SCUTSD1028B10.g_SS
;SCCCRZ2C03C10.g_SS
;SCBFLR1060H04.g_SS
;SCJLAM1062H10.g_SS
;SCCCRZ2C03H03.g_SS
;SCEZRT2015G07.g_SS
;SCVPHR1090D08.g_SS
;SCEQSD2075C07.g_SS
Nucleic acid metabolism;SCCCLR2002E05.g_SS
;SCJLAM1064B06.g_SS
Amino acid metabolism;SCCCLR1C06D07.g_SS
;SCRLSD2010C07.g_SS
;SCEQSD2077F06.g_SS
;SCEQSD2075D01.g_SS
;SCCCRZ2C01C07.g_SS
;SCSGAM1096B09.g_SS
;SCRFSD1022F07.g_SS
;SCMCRT2085B01.g_SS
;SCBFRT1066H01.g_SS
;SCBFRT1066F02.g_SS
;SCCCRZ2C01D04.g_SS
;SCBFRT1067E10.g_SS
Development;SCCCRZ2C01C08.g_SS
;SCJLRT2051A01.g_SS
;SCCCAM2003C01.g_SS
Stress;SCCCRT1C06H06.g_SS
;SCBFRT1067A08.g_SS
Amino acid metabolism;SCEQRT1029F09.g_SS
;SCEPRZ1011C07.g_SS
;SCEZSD2081E06.g_SS
;SCBFRZ2018H01.g_SS
;SCEQAM2038C08.g_SS
Carbohydrate metabolism;SCUTSD1024A05.g_SS
;SCCCRZ2C02B02.g_SS
No matches;SCQGSD1048C09.g_SS
;SCCCRZ2C02A11.g_SS
;SCUTSD2025E07.g_SS
No matches;SCCCRZ2C01G08.g_SS
Ubiquitination;SCCCLR1072G01.g_SS
;SCJLAM1064E02.g_SS
No matches;SCCCRZ2C01F11.g_SS
;SCBFAM2117C01.g_SS
;SCCCRZ2C01F02.g_SS
;SCJFLR1013B04.g_SS
;SCCCRZ2C01E04.g_SS
;SCVPRT2083C11.g_SS
Protein metabolism;SCCCLR1C01H05.g_SS
Protein kinase;SCEPLR1030H10.g_SS
;SCQGLR1086E03.g_SS
;SCEZSD2083F12.g_SS
Receptors;SCACCL6011A10.g_SS
Carbohydrate metabolism;SCCCFL8003C08.g_SS
;SCBFRT1071C10.g_SS
Transcription Factor;SCBFRT1065D08.g_SS
Unknown protein;SCJLRZ1021C12.g_SS
Cell wall;SCCCRT1C06D06.g_SS
;SCCCRZ2004A07.g_SS
;SCCCLR1C05C12.g_SS
Lipid, fatty-acid and isoprenoid metabolism;SCVPRZ2036H04.g_SS
Pathogenicity;SCCCRT1C06A06.g_SS
;SCSFLR2031G12.g_SS
Cell cycle;SCACLR2029C07.g_SS
;SCRLST3164D01.g_SS
;SCEPLR1051G01.g_SS
;SCAGFL8006D08.g_SS
;SCCCRZ2004G01.g_SS
No matches;SCSBFL1108D11.g_SS
;SCCCRZ2C01B05.g_SS
;SCSGAM2076G07.b_SS
;SCQSST1035B07.g_SS
;SCCCRZ2004H09.g_SS
Cell cycle;SCRUFL1015C06.g_SS
;SCCCRZ2004B11.g_SS
;SCSFSB1102H08.g_SS
Development;SCAGLR1021G04.g_SS
Secondary metabolism;SCBGLR1115C01.g_SS
;SCCCRZ2004E01.g_SS
;SCJLAM1063E05.g_SS
;SCJFRZ2009F09.g_SS
;SCBFRT1064C03.g_SS
Protein kinase;SCEQRT1032A12.g_SS
Carbohydrate metabolism;SCQGFL1095D09.g_AS
;SCMCAM1099F04.g_SS
;SCMCAM1099F10.g_SS
Cell wall;SCJFHR1030F03.b_AS
;SCCCRZ2004D03.g_SS
Receptors;SCMCAM1099G06.g_SS
Cell cycle;SCRLRZ3116B01.g_SS
;SCCCLR1080D02.g_SS
;SCBFRT1064H06.g_SS
;SCJFRZ2006E01.g_SS
Cell cycle;SCCCRZ1C01A11.g_AS
;SCCCRZ2002B09.g_SS
Nucleic acid metabolism;SCCCCL4002H06.g_SS
Transporters;SCBGLR1047G11.g_AS
;SCSFHR1044E05.g_AS
;SCJFRZ2005A06.g_SS
Development;SCBFRT1064C08.g_SS
Protein metabolism;SCJFRZ2005A07.g_SS
Cell wall;SCJFRZ2028D12.g_SS
;SCJLRT1014E06.g_SS
;SCMCRT2103F01.g_SS
;SCJLRT1023D01.g_SS
;SCBFRT1064C12.g_SS
;SCJFRZ2005E10.g_SS
Receptors;SCJFRT1009H06.g_SS
;SCJFRZ2005G07.g_SS
Amino acid metabolism;SCACLR2014A07.g_SS
;SCJFRZ2005A10.g_SS
;SCBFRT1064F09.g_SS
;SCCCRZ2C01E03.g_SS
;SCVPRT2076C02.g_SS
Nucleic acid metabolism;SCQGLB1039G05.g_AS
Nucleic acid metabolism;SCEZFL4040H07.g_SS
No matches;SCQGHR1012E09.g_AS
Transcription Factor;SCCCAM1001G08.g_SS
;SCJFRZ1006B05.g_AS
Transcription Factor;SCCCCL7001A04.g_AS
;SCMCAM1099B02.g_SS
Carbohydrate metabolism;SCJLRT1023A07.g_SS
;SCJLLR1105F05.g_SS
;SCJLRZ1027E06.g_SS
;SCMCAM1099E04.g_SS
;SCBFRZ2050F07.g_SS
;SCVPLR2027A09.g_AS
;SCMCAM1099D09.g_SS
;SCCCRZ2C04H06.g_SS
Development;SCRFLB1056H10.g_SS
;SCEZHR1047G11.g_SS
Carbohydrate metabolism;SCRLLR1038A06.g_AS
Protein kinase;SCRULR1020B06.g_AS
;SCEQRT2030F11.g_AS
;SCCCRT1004D12.g_SS
;SCBFRZ2048C01.g_SS
;SCCCRT1004D08.g_SS
Cell wall;SCBFRZ2048D07.g_SS
Receptors;SCCCRT1004D01.g_SS
;SCBFRZ2048H10.g_SS
Small GTPases;SCCCLB1003E02.g_SS
;SCBFRZ2049B02.g_SS
;SCCCRT1004G02.g_SS
Protein metabolism;SCBFRZ2049F01.g_SS
;SCCCRT1004F07.g_SS
Amino acid metabolism;SCCCRZ1002E01.g_SS
;SCCCRT1004E06.g_SS
;SCRFAM1025F12.g_SS
;SCMCAM1100H11.g_SS
;SCMCST1054G01.g_SS
Amino acid metabolism;SCCCLR1077A10.g_SS
Transcription Factor;SCJFRZ2007C05.g_SS
;SCCCLB1003D12.g_SS
;SCEPAM1015D06.g_AS
Transcription Factor;SCRURT2008F06.g_SS
;SCEZHR1086B08.g_AS
;SCMCST1052H10.g_SS
Cell wall;SCCCRZ2004A11.g_SS
Nucleic acid metabolism;SCEQLR1050A01.g_AS
Transporters;SCMCCL6054B05.g_AS
;SCBFRZ2047C05.g_SS
;SCCCRT1004A10.g_SS
;SCBFRZ2047E01.g_SS
Stress;SCCCRT1003H05.g_SS
;SCBFRZ2046H04.g_SS
;SCBFRZ2047B02.g_SS
;SCCCRT1004B08.g_SS
;SCRULB1060D04.g_SS
;SCCCRT1003D08.g_SS
Carbohydrate metabolism;SCBFRZ2046G04.g_SS
;SCCCRT1003D07.g_SS
;SCBFRZ2046A04.g_SS
Protein metabolism;SCCCRT1003F09.g_SS
;SCEZLB1007A11.g_SS
;SCCCRT1003E08.g_SS
;SCBFRZ2045A12.g_SS
;SCCCRT1003A10.g_SS
;SCJLRZ1021G07.g_SS
;SCCCRT1003B05.g_SS
Transcription Factor;SCCCRZ1004A09.g_SS
;SCCCCL1001A02.g_SS
;SCQGLR2032A09.g_SS
;SCEZHR1055B11.g_AS
;SCMCAM1099H03.b_SS
;SCVPLB1016H11.g_SS
;SCSGST1072E10.g_AS
Carbohydrate metabolism;SCEZLB1006G08.g_SS
;SCQSAD1055C08.b_SS
;SCVPLR1028B10.g_SS
Secondary metabolism;SCBGLR1119F12.g_SS
;SCBFRZ2019D09.g_SS
Phosphatases;SCJFRT1008G01.g_AS
;SCCCLR2002D07.g_SS
;SCCCRT1003A03.g_SS
;SCBFRZ2017A01.g_SS
;SCCCRT1002D10.g_SS
;SCBFRZ2018D05.g_SS
No matches;SCMCAM1100D11.g_SS
;SCCCRT1002F09.g_SS
;SCBFRZ2018E09.g_SS
Transcription Factor;SCMCAM1100D08.g_SS
Cell wall;SCCCRT1002F03.g_SS
;SCBFRZ2017E03.g_SS
;SCCCRT1002D07.g_SS
;SCBFRZ2017E06.g_SS
Carbohydrate metabolism;SCCCRT1002B11.g_SS
Cell wall;SCBFRZ2017F10.g_SS
Amino acid metabolism;SCCCRT1002B01.g_SS
;SCBFRZ2017F11.g_SS
;SCCCRT1002A07.g_SS
;SCCCLR1072H02.g_SS
Cell wall;SCCCRT1001G07.g_SS
;SCBFRZ2017B05.g_SS
;SCEQLR1092A03.g_SS
Hormone related;SCEQLR1092A01.g_SS
;SCCCRZ2002F11.g_SS
;SCCCLR2001C04.g_SS
;SCVPLR2012E12.g_SS
;SCQGSD2047F01.g_SS
Transcription Factor;SCCCLR1076F10.g_SS
;SCVPLR2019F07.g_SS
;SCCCLR1C07F11.g_SS
;SCVPLR2027D06.g_SS
;SCVPLR2019D11.g_SS
;SCMCSD2060H05.g_SS
;SCVPLR2019D12.g_SS
;SCBFRZ2019G08.g_SS
;SCJFRT2057H11.g_SS
Cell cycle;SCVPLR2027D04.g_SS
Photosynthesis;SCJFLR1073E07.g_SS
;SCCCLR1067A04.g_SS
;SCVPLR2027A10.g_SS
;SCBGLB2071H09.g_SS
Carbohydrate metabolism;SCCCLR1066H09.g_SS
;SCVPLR2027F07.g_SS
Transcription Factor;SCQGLR1062D05.g_SS
Stress;SCCCLR2C03F01.g_SS
;SCJFRT2060F08.g_SS
;SCBFLB2095D11.g_SS
;SCCCRT1001A01.g_SS
;SCQGSD2047G09.g_SS
;SCQGAM2028F11.g_SS
;SCCCRZ1004E05.g_SS
Transcription Factor;SCUTLR2023A11.g_SS
Pathogenicity;SCRULB1059F07.g_SS
Cell cycle;SCSFRT2068G07.g_SS
Transcription Factor;SCCCCL3004A05.b_SS
;SCEQLR1092B01.g_SS
Stress;SCEQLR1092C09.g_SS
;SCEQLR1092A06.g_SS
;SCEQLR1092A10.g_SS
;SCJLLR1033D04.g_SS
Transcription Factor;SCCCCL3001G03.g_SS
;SCEQLR1091C05.g_SS
;SCEQLR1091B10.g_SS
;SCSBSD2057F12.g_SS
No matches;SCUTSD2025B05.g_SS
Hormone biosynthesis;SCQGAM2028D11.g_SS
;SCBFLR1046E05.g_SS
Pathogenicity;SCQGAM2028D04.g_SS
;SCRFLR1012G03.g_SS
;SCJLRZ1023C11.g_SS
;SCCCCL4015D04.g_SS
;SCQGSD2044F07.g_SS
;SCUTSD2027A09.g_SS
;SCVPRT2080G12.g_SS
No matches;SCCCSD1091H03.g_SS
Cell cycle;SCQGAM2028E09.g_SS
No matches;SCEQRT2028C10.g_SS
;SCQGAM2028C07.g_SS
;SCQGAM2028C12.g_SS
;SCSFRT2071F05.g_SS
;SCQGAM2028B11.g_SS
;SCEQLR1091E03.g_SS
;SCEQLR1091E07.g_SS
Transporters;SCEQLR1091C08.g_SS
;SCEQLR1091D03.g_SS
Nucleic acid metabolism;SCVPLR2012H02.g_SS
;SCEQLR1091D11.g_SS
;SCJFRZ2010A06.g_SS
;SCEZLR1009C04.g_SS
;SCJFRZ2010A03.g_SS
Nucleic acid metabolism;SCEZLR1009A03.g_SS
;SCJFRZ2010B11.g_SS
;SCEQLR1094G12.g_SS
;SCJFRZ2010A12.g_SS
;SCJFRZ2009D10.g_SS
;SCCCLR1C05B05.g_SS
;SCJFRZ2009D09.g_SS
;SCEZLR1009H09.g_SS
;SCJFRZ2009H04.g_SS
;SCEZLR1009B09.g_SS
;SCJFRZ2009E06.g_SS
;SCEZLR1009A12.g_SS
;SCVPRZ2040E10.g_SS
;SCQGAM2110C12.g_SS
;SCQGAM2110B08.g_SS
;SCQGAM2109B10.g_SS
;SCEZRZ1017A12.g_SS
;SCQSAM2047G01.g_SS
Carbohydrate metabolism;SCQGAM2109F09.g_SS
Carbohydrate metabolism;SCEZLR1031G02.g_SS
Nucleic acid metabolism;SCJFRZ2009B04.g_SS
;SCEZLR1031E01.g_SS
;SCJFRZ2009B12.g_SS
;SCCCRZ2C04G12.g_SS
Transporters;SCCCRZ2C01C05.g_SS
Amino acid metabolism;SCJFRZ2007C01.g_SS
;SCJFRZ2007B09.g_SS
Protein metabolism;SCEQLR1092H08.g_SS
;SCBFLR1039E02.g_SS
;SCRFLR2034H10.g_SS
Ubiquitination;SCJFRZ2007A05.g_SS
;SCEQLR1093B11.g_SS
;SCJFRZ2007H01.g_SS
Bioenergetics;SCEQLR1093A12.g_SS
;SCJFRZ2007G11.g_SS
;SCCCLR1C08G09.g_SS
;SCJFRZ2007B06.g_SS
Development;SCCCLR1C03D08.g_SS
Lipid, fatty-acid and isoprenoid metabolism;SCRFST1041H02.g_SS
;SCEZHR1087B05.g_SS
;SCJFRZ2007E03.g_SS
;SCQGAM2108E03.g_SS
;SCQGAM2108D07.g_SS
;SCJLRZ1019G05.g_SS
;SCQGAM2108C06.g_SS
;SCQSRT1034D06.g_SS
Lipid, fatty-acid and isoprenoid metabolism;SCEPAM2012B04.g_SS
;SCQGAM2030F10.g_SS
;SCCCLR1C08H09.g_SS
;SCJFRZ2006H12.g_SS
;SCEQLR1094C07.g_SS
;SCJLLR1107F10.g_SS
Cell wall;SCCCCL4002D03.g_SS
Transporters;SCUTSD2086C12.g_SS
;SCQSST1036C02.g_SS
;SCBFRT3094B09.g_SS
;SCCCRZ2003G03.g_SS
;SCEZLR1052E11.g_SS
;SCMCAM2084G09.g_SS
Protein metabolism;SCVPRZ2036B07.g_SS
other;SCUTAM2115C12.g_SS
Pathogenicity;SCSFSD2066G04.g_SS
;SCEZRZ1017B05.g_SS
No matches;SCEPSD2073A02.g_SS
;SCVPLR1049A05.g_SS
;SCACAM2041D06.g_SS
;SCJFLR1013D09.g_SS
Nucleic acid metabolism;SCJFLR1013F11.g_SS
;SCJFLR1013B09.g_SS
Secondary metabolism;SCJFLR1013C12.g_SS
;SCJFLR1013E07.g_SS
Protein kinase;SCJFLR1013F07.g_SS
Hormone biosynthesis;SCJFLR1013C04.g_SS
;SCJFLR1013G04.g_SS
;SCJFLR1035B04.g_SS
;SCEQHR1079D12.g_SS
;SCSFSD2066F08.g_SS
;SCMCRT2087G12.g_SS
;SCCCAM2C07F12.g_SS
Cell cycle;SCCCLR2003A05.g_SS
;SCEQSD2074H05.g_SS
;SCQGLR1062E09.g_SS
Cell wall;SCJLFL3014G04.g_SS
;SCEPSD2073G05.g_SS
Nucleic acid metabolism;SCRURT2013B06.g_SS
No matches;SCEPSD2073A11.g_SS
;SCEZLR1031F10.g_SS
;SCCCLR1065D09.g_SS
;SCEZLR1052C01.g_SS
;SCEZLR1052E03.g_SS
;SCEZLR1031H02.g_SS
;SCCCRZ1001G06.g_SS
;SCCCLR1C03F07.g_SS
;SCEZLR1052A09.g_SS
;SCEZLR1052A06.g_SS
No matches;SCBFSD2038A07.g_SS
Stress;SCEPSD2071B08.g_SS
Carbohydrate metabolism;SCBGLR1044D06.g_SS
;SCBFSD2034D05.g_SS
;SCQGAM2027C08.g_SS
;SCSBSD2057A04.g_SS
;SCEZLB1010E07.g_SS
;SCBGAD1028F07.g_SS
;SCMCSD2059C05.g_SS
Photosynthesis;SCCCLB1C05C09.g_SS
;SCJFLR1056H07.g_SS
;SCMCSD2059G02.g_SS
;SCVPLR1028A05.g_SS
;SCEQLB1067H09.g_SS
;SCMCSD2059H07.g_SS
No matches;SCQGAM2027B11.g_SS
;SCQGAM2027C01.g_SS
;SCJLRZ1024G04.g_SS
Cell wall;SCMCSD1062A02.g_SS
Protein kinase;SCCCRZ2C01G11.g_SS
Protein kinase;SCCCLR1C06E11.g_SS
;SCRFLR2038D03.g_SS
Cell wall;SCCCLR2C02G05.g_SS
;SCCCLR1C07C01.g_SS
;SCJFLR1073C03.g_SS
Stress;SCJFLR1073C07.g_SS
;SCQGAM2026G11.g_SS
;SCQGAM2026G10.g_SS
;SCJFST1014G01.g_SS
Carbohydrate metabolism;SCCCLR1C06C11.g_SS
;SCSBSD2055F08.g_SS
Protein kinase;SCQGAM2026G09.g_SS
;SCBGLR1098G09.g_SS
;SCMCSD2063H08.g_SS
;SCQGAM2026A07.g_SS
;SCSFSD2064A08.g_SS
Transporters;SCEZRZ1014H01.g_SS
;SCSFSD2066A01.g_SS
;SCCCLR1022D09.g_SS
No matches;SCUTAM2005B05.g_SS
;SCEZLB1011H05.g_SS
Stress;SCCCAM2002D05.g_SS
;SCJFLR1035E01.g_SS
;SCSGAM1096A05.g_SS
;SCSGFL1075F07.g_SS
;SCJFLR1035F05.g_SS
;SCCCLR1C03F11.g_SS
Protein phosphatase;SCACLR1036C04.g_SS
Transcription Factor;SCJFLR1056A04.g_SS
;SCCCLR1C05A08.g_SS
Chromatin regulation;SCJFLR1056B07.g_SS
;SCJFLR1056B10.g_SS
;SCVPRT2083A10.g_SS
;SCQSRT1034A12.g_SS
;SCCCCL4009B01.g_SS
Transcription Factor;SCMCRT2102H03.g_SS
;SCMCSD2063C08.g_SS
No matches;SCMCSD2063B03.g_SS
;SCACSB1121G07.g_AS
Receptors;SCSBAM1086H09.g_AS
;SCSGFL1078A08.g_AS
;SCRFAM1026F03.g_AS
;SCACSB1119G08.g_AS
;SCMCSB1108D11.g_AS
;SCQGAM1045A11.g_AS
Cell cycle;SCMCSB1109C11.g_AS
Pathogenicity;SCEQLR1029F03.g_AS
Protein metabolism;SCRULB1059H09.g_AS
;SCJFRZ1005C11.g_AS
;SCMCRT2102E11.g_AS
;SCRFAD1023E03.g_AS
;SCBGLR1114B09.g_AS
;SCACLR1036G12.g_AS
;SCACSB1118A09.g_AS
Nucleic acid metabolism;SCEQRT2028E05.g_AS
;SCQGSB1083G02.g_AS
Unknown protein;SCVPRZ3027E04.g_AS
Development;SCCCST1002F10.g_AS
;SCQGAM2110G02.g_SS
Receptors;SCVPCL6041G02.g_SS
Hormone related;SCRFLR1055F12.g_SS
Protein kinase;SCJFRZ2031E11.g_SS
Carbohydrate metabolism;SCEQRT2027C10.g_SS
;SCQGAM2110G11.g_SS
;SCQGAM2110B10.b_SS
;SCQGAM2110B08.b_SS
;SCCCHR1002F08.g_SS
;SCRFLR2021D02.g_SS
;SCQSAD1059A04.g_SS
;SCBFLR1083H05.g_SS
;SCQGAM2111D11.g_SS
;SCACLR1036C01.g_SS
Receptors;SCJFRZ2027C06.g_SS
;SCVPCL6039D07.g_SS
Protein kinase;SCQGAM2111A02.g_SS
Protein metabolism;SCQGAM2110C03.g_SS
;SCCCLR1067D05.g_SS
;SCQGAM2111F02.g_SS
Nucleic acid metabolism;SCJFLR1071B03.g_SS
;SCJLRT1021D11.g_SS
;SCQSAM2046C06.g_SS
;SCSGAM2103F02.g_SS
;SCQSST1040E02.g_SS
;SCEQRT2097F03.g_SS
;SCQSAM2046G10.g_SS
;SCACLR1128F01.g_SS
;SCQSAM2046A03.g_SS
Stress;SCEPRT2047G01.g_AS
;SCEZRZ3018A06.g_AS
Small GTPases;SCCCRZ2001B06.g_AS
;SCRFLR2034F04.g_AS
;SCVPFL1068D06.g_AS
Receptors;SCBGFL4055E08.g_AS
Cell wall;SCJFRZ2010H06.g_AS
Pathogenicity;SCQSHR1021F08.g_AS
;SCJFHR1C01H08.g_AS
;SCJLHR1029C08.g_AS
;SCACLR2007D05.g_AS
Bioenergetics;SCJLRZ1025B04.g_SS
;SCAGAM2016B02.g_SS
;SCCCLB1025G09.g_SS
Protein metabolism;SCRLLR1038A08.g_SS
;SCEPSB1129D10.g_AS
No matches;SCMCAM1101G01.g_SS
;SCCCLR1C10B03.g_AS
;SCRFLR1012D07.g_AS
;SCMCAM1101F03.g_SS
;SCQSFL3035G01.g_SS
;SCMCAM1101H09.g_SS
;SCEPRT2047D11.g_AS
Protein metabolism;SCEZLB1007F07.g_AS
;SCRFLR1012F03.g_SS
;SCEPSB1131A04.g_AS
;SCMCAM1101A10.g_SS
Two component;SCACLR1057G02.g_AS
Small GTPases;SCBGLR1047E05.g_AS
Nucleic acid metabolism;SCJFRT2054H08.g_AS
;SCRFHR1005H11.g_AS
;SCACHR1037C08.g_AS
;SCACHR1038B08.g_AS
Stress;SCJFRT1009F06.g_AS
;SCMCAM1103C04.g_SS
;SCCCLB1023A03.g_SS
;SCMCAM1103A03.g_SS
;SCCCRT1C06C05.g_SS
Carbohydrate metabolism;SCEZRZ1016E12.g_SS
No matches;SCMCAM1102F02.g_SS
Nucleic acid metabolism;SCCCLR2003D12.g_SS
;SCEZRZ3099D10.g_SS
;SCQSLB1049C04.g_SS
Pathogenicity;SCCCCL3004C05.b_AS
other;SCVPLR2005G05.g_AS
Protein kinase;SCJLRT2049F12.g_AS
Carbohydrate metabolism;SCVPRZ2042H07.g_AS
;SCJFRZ3C07B07.g_AS
;SCCCCL4015D08.g_AS
Photosynthesis;SCQGLR2025B12.g_AS
;SCJFHR1C01A12.g_AS
No matches;SCRFHR1006H10.g_AS
;SCACLR1057A11.g_AS
No matches;SCJFHR1034H08.g_AS
;SCCCFL5001B04.g_AS
;SCJFRZ2026B09.g_AS
;SCVPLR2019F02.g_SS
;SCVPLR2019F01.g_SS
Protein metabolism;SCVPLR2019B09.g_SS
;SCCCLB1004F06.g_AS
;SCVPLR2012B05.g_SS
Pathogenicity;SCSBAD1053H08.g_AS
Two component;SCVPLR2012B07.g_SS
;SCCCLR2C01B10.g_SS
;SCVPLR2012E08.g_SS
;SCQGST3155F07.g_AS
;SCRLAD1044E07.g_AS
